GENERAL INFORMATION;;;;;;;;;;;;;;;;;GROWTH SEGMENT;;;;;;;SCREEN INFORMATION;;;;;;;;;;;;;;;;;;;;;;;;CABINET INFORMATION;;;;;;;;;;STAND INFORMATION;;;;;CONNECTIVITY INFORMATION;;;;;;;;;;;;;;;CONNECTIVITY INFORMATION (B2B only);;;;;;;;;;;;;;;;;;;;;;;ENERGY & ENVIRONMENTAL INFORMATION;;;;;;;;;;;;;;;;;WHAT IS INCLUDED IN THE BOX;;;;;;;;;ADITIONAL GAMING INFORMATION;;;;;;;;OTHER INFORMATION;WAREHOUSE PRODUCT STATUS;;;;;;;;;;;;;;;;;;;
NEW SKU ADDED;Model name;LIST PRICE CODE;Brand;Channel;Warehouse SKU;FOB;FOB UK only;Design Family;Product Line;Warehouse EAN;Warranty Period;MOQ (Default pallet);MOQ (EURO pallet);Warehouse NPI/EOL Month;Warehouse Product Status;FOB Status (/Running1);Summary GUSH+;"34""↑";HighRes (QHD+);Gaming (144Hz+);Gaming+ (240Hz+ or QHD+);SMART;OLED;Touch;Curvature;Diagonal (inch);Diagonal (cm);Aspect ratio;Panel;Backlight;Resolution (native);Max Refresh Rate;Response time GtG;Response time MPRT;Brightness (max);Contrast (static);Contrast (dynamic);Viewing angle (CR10);HDR version VESA;Sync Technology;AMD FreeSync Certified;NVIDIA G-Sync Certified;ColorGamut (NTSC/sRGB/AdobeRGB/DCI-P3);FlickerFree;Blue Light Filter;Multiview;Colours;BezelType (Front);Bezel colour (Front);Bezel finishing (Front);Cabinet colour (backside);Cabinet finishing (backside);Speakers;Speaker Power;VESA Wallmount;Webcam;Powersensor/Lightsensor;Tilt;Height Adjust (mm);Pivot;Swivel;VESA Bracket;D-SUB;DVI;HDMI;MHL;DisplayPort;DisplayPort Out (DaisyChain);USB hub;USB type;USB-C;USB-C Power Delivery;Built-in KVM;RJ45;USB out ports;USB fast charge port;Headphone out/Audio In;D-SUB2;DVI3;HDMI4;Display Port;DisplayPort Out (Daisy Chain);Daisy Chain Primary Model;Daisy Chain Secondary Model;Docking;Thunderbolt Yes/No;USB Gen;USB-C Upstream;USB-C Upstream Power Delivery;USB-B Upstream;USB Hub5;USB Downstream Ports;USB Ports Location;USB-A Downstream;USB-C Downstream;USB-C Downstream Power Delivery;USB Fast Charge Port6;RJ-45;Built-in KVM7;Headphone out/Audio In8;Power supply;EPEAT;TCO;TCO EDGE;EnergyStar;LOT Energy Label;Energy Label On mode power demand;On Mode Energy Consumption;Standby mode Energy Consumption;Off mode Energy Consumption;Blue Light technology Software (Certified);Blue Light technology Hardware (Certified);PCF Product Carbon Footprint Report (TTL 3year / kg of CO2e);ECMA Eco Declaration;HF;Paper Cushion;Doggy Door;VGA cable;DVI cable;HDMI cable;Displayport Cable;Mini-DP cable;Audio Cable;USB-A to B Cable;USB-C Cable;Remote Control;G-Menu / Precision Center;RGB Light FX;"PS5
Compatibility";"XBOX X
Compatibility";"XBOX S
Compatibility";Max Resolution HDMI;Max Resolution DP;Max Resolution USB-C;Features;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2611;2612;2701;2702;2703;2704;2705;Summary Formula;Internal Product Category;Refresh Rate & Resolution
paź.21;PD32M;PD32M;AOC;B2C;PD32M;;;PD;AGON PRO;4,03899E+12;3 Years;9;6;lip.24;7. EOL;; G+ / HR / SMART;0;Yes;Yes;Yes;Yes;0;No;No;31,5;80;16:09;Fast IPS;MiniLED;3840x2160;144Hz;1;No;600;1000:01:00;80M:1;178/178;HDR1400;Adaptive Sync;No;G-Sync Compatible;-/156%/-97%;No;Software (Low Blue Mode);PIP/PBP (2 devices);1.07 Billion;3-sided frameless;Black;Texture;Black+RGB;Texture;Yes;8Wx2+DTS;100x100;No;No;-0,166666667;150mm;Yes;-1;No;No;No;2x 2.1;No;1x 1.4;No;Yes;1xUSB-B/4xUSB 3.2;USB-C 3.2 Gen2 (HBR3) ;90W;Yes;No;4;Yes;Headphone out;;;;;;;;;;;;;;;;;;;;;;;;External;No;No;No;No;G;#N/D;80W;0.5;0.3;Yes;No;No;No;No;No;Yes;0;0;1;1;0;0;;USB-C/A Y cable;0;G-Menu;Yes+Logo Projector;3840x2160@120Hz;3840x2160@120Hz;2560x1440@120Hz;3840x2160@144Hz;3840x2160@144Hz;3840x2160@144Hz;PD AGON PRO MiniLED 4K 144Hz HDMI2.1;;;;;;;;;;;;;;;;;;31,5' 16:9 Fast IPS 144Hz 3840x2160 HAS 150mm   HDMI x 2x 2.1 DP x 1x 1.4 USB-C 3.2 Gen2 (HBR3) ;Gaming;3840x2160@144Hz
paź.21;27E1N5600AE;27E1N5600AE/00;Philips;B2C;27E1N5600AE/00;;;E;E-line;8,71258E+12;2 Years;12;12;maj.24;7. EOL;; HR / SMART;0;Yes;0;0;Yes;0;No;No;27;68,58;16:09;IPS;WLED;2560x1440;75Hz;4;1;300;1000:01:00;Mega Infinity DCR;178/178;No;Adaptive Sync;FreeSync (TBC);No;110%/123%;Yes;Software (Low Blue Mode);No;16.7 millions;3-sided frameless;Black;Matt;Black;Matt;Yes;5Wx2;100x100;No;No;-0,25;130mm;Yes;No;No;No;No;1x 1.4;No;1x 1.2;No;Yes;4x USB 3.2;USB 3.2 Type-C ;65W;No;No;4;Yes;Headphone out;;;;;;;;;;;;;;;;;;;;;;;;Internal;No;No;No;No;F;#N/D;29.1 W (typ.);0.5 W (typ.);0.3 W (typ.);Yes;;No;No;Yes;Yes;Yes;0;0;1;0;0;0;;USB-C to C - Gen 1 - 1.8m;0;No;No;-;-;-;-;-;-;Consumer QHD USB-C full functional ;;;;;;;;;;;;;;;;;;27' 16:9 IPS 75Hz 2560x1440 HAS 130mm   HDMI x 1x 1.4 DP x 1x 1.2 USB 3.2 Type-C ;B2C;2560x1440@75Hz
paź.21;24G2SPU/BK;24G2SPU/BK;AOC;B2C;24G2SPU/BK;;;G2;AOC Gaming;4,03899E+12;3 Years;40;32;kwi.24;7. EOL;;;0;0;Yes;0;0;0;No;No;23,8;60,452;16:09;IPS;WLED;1920x1080;165Hz;4;1;300;1000:01:00;80M:1;178/178;No;Adaptive Sync;No;G-Sync Compatible;-/97%/-/-;Yes;Software (Low Blue Mode);No;16.7 millions;3-sided frameless;Black/Red;Texture;Black/Red;Texture;Yes;2Wx2;100x100;No;No;-4/21.5;130mm;Yes;-1;No;1;No;2x 1.4;No;1x 1.2;No;Yes;1xUSB-B/4xUSB 3.2;No;No;No;No;4;Yes;Audio-in, Headphone out;;;;;;;;;;;;;;;;;;;;;;;;Internal;No;No;No;No;F;#N/D;22W;0.3;0.3;Yes;No;No;No;No;No;No;0;0;1;1;0;0;;0;0;G-Menu;No;1920x1080@120Hz;1920x1080@120Hz;1920x1080@120Hz;1920x1080@144Hz;1920x1080@165Hz;-;New IPS 165Hz G2-series;;;;;;;;;;;;;;;;;;23,8' 16:9 IPS 165Hz 1920x1080 HAS 130mm D-SUB x 1  HDMI x 2x 1.4 DP x 1x 1.2 ;Gaming;1920x1080@165Hz
paź.21;24E1N5300AE;24E1N5300AE/00;Philips;B2C;24E1N5300AE/00;;;E;E-line;8,71258E+12;2 Years;28;20;kwi.24;7. EOL;; SMART;0;0;0;0;Yes;0;No;No;23,8;60,5;16:09;IPS;WLED;1920x1080;75Hz;4;1;300;1000:01:00;Mega Infinity DCR;178/178;No;Adaptive Sync;FreeSync (TBC);No;105%/121%;Yes;Software (Low Blue Mode);No;16.7 millions;3-sided frameless;Black;Texture;Black;Texture;Yes;3Wx2;100x100;No;No;-0,25;130mm;Yes;No;No;No;No;1x 1.4;No;1x 1.2;No;Yes;4x USB 3.2;USB 3.2 Type-C ;65W;No;No;4;Yes;Headphone out;;;;;;;;;;;;;;;;;;;;;;;;External;No;No;No;No;F;#N/D;21.2 W (typ.);0.5 W (typ.);0.3 W (typ.);Yes;;No;No;No;Yes;Yes;0;0;1;0;0;0;;USB-C to C - Gen 1 - 1.8m;0;No;No;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;23,8' 16:9 IPS 75Hz 1920x1080 HAS 130mm   HDMI x 1x 1.4 DP x 1x 1.2 USB 3.2 Type-C ;B2C;1920x1080@75Hz
paź.21;27E1N5300AE;27E1N5300AE/00;Philips;B2C;27E1N5300AE/00;;;E;E-line;8,71258E+12;2 Years;12;12;mar.24;7. EOL;; SMART;0;0;0;0;Yes;0;No;No;27;68,58;16:09;IPS;WLED;1920x1080;75Hz;4;1;300;1000:01:00;Mega Infinity DCR;178/178;No;Adaptive Sync;FreeSync;No;106%/122%;Yes;Software (Low Blue Mode);No;16.7 millions;3-sided frameless;Black;Texture;Black;Texture;Yes;3Wx2;100x100;No;No;-0,25;130mm;Yes;No;No;No;No;1x 1.4;No;1x 1.2;No;Yes;4x USB 3.2;USB 3.2 Type-C ;65W;No;No;4;Yes;Headphone out;;;;;;;;;;;;;;;;;;;;;;;;Internal;No;No;No;No;F;#N/D;25.1 W (typ.);0.5 W (typ.);0.3 W (typ.);Yes;;No;No;No;Yes;Yes;0;0;1;0;0;0;;USB-C to C - Gen 1 - 1.8m;0;No;No;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;27' 16:9 IPS 75Hz 1920x1080 HAS 130mm   HDMI x 1x 1.4 DP x 1x 1.2 USB 3.2 Type-C ;B2C;1920x1080@75Hz
paź.21;27E1N3300A;27E1N3300A/00;Philips;B2C;27E1N3300A/00;;;E;E-line;8,71258E+12;2 Years;12;12;lut.24;7. EOL;; SMART;0;0;0;0;Yes;0;No;No;27;68,58;16:09;IPS;WLED;1920x1080;75Hz;4;1;300;1000:01:00;Mega Infinity DCR;178/178;No;Adaptive Sync;FreeSync (TBC);No;106%/122%;Yes;Software (Low Blue Mode);No;16.7 millions;3-sided frameless;Black;Texture;Black;Texture;Yes;3Wx2;100x100;No;No;-0,25;No;No;No;No;No;No;1x 1.4;No;No;No;Yes;4x USB 3.2;USB 3.2 Type-C ;65W;No;No;4;Yes;Headphone out;;;;;;;;;;;;;;;;;;;;;;;;Internal;No;No;No;No;F;#N/D;25.1 W (typ.);0.5 W (typ.);0.3 W (typ.);Yes;;No;No;No;Yes;Yes;0;0;1;0;0;0;;USB-C to C - Gen 1 - 1.8m;0;No;No;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;27' 16:9 IPS 75Hz 1920x1080    HDMI x 1x 1.4  USB 3.2 Type-C ;B2C;1920x1080@75Hz
paź.21;32E1N3600LA;32E1N3600LA/00;Philips;B2C;32E1N3600LA/00;;;E;E-line;8,71258E+12;2 Years;14;10;lut.24;7. EOL;; HR / SMART;0;Yes;0;0;Yes;0;No;No;31,5;80;16:09;VA;WLED;2560x1440;75Hz;4;1;300;3000:01:00;Mega Infinity DCR;178/178;No;Adaptive Sync;FreeSync (TBC);No;97%/122%;Yes;Software (Low Blue Mode);No;16.7 millions;3-sided frameless;Black;Texture;Black;Texture;Yes;5Wx2;100x100;No;No;-0,25;No;No;No;No;No;No;2x 1.4;No;1x 1.2;No;Yes;4x USB 3.2;USB 3.2 Type-C ;65W;No;No;4;Yes;Headphone out;;;;;;;;;;;;;;;;;;;;;;;;Internal;No;No;No;No;G;#N/D;46.3 W (typ.);0.5 W (typ.);0.3 W (typ.);Yes;;No;No;No;No;Yes;0;0;1;0;0;0;;USB-C to C - Gen 1 - 1.8m;0;No;No;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;31,5' 16:9 VA 75Hz 2560x1440    HDMI x 2x 1.4 DP x 1x 1.2 USB 3.2 Type-C ;B2C;2560x1440@75Hz
paź.21;AG274QG;AG274QG;AOC;B2C;AG274QG;;;AG4;AGON PRO;4,03899E+12;3 Years;16;16;gru.23;7. EOL;; G+ / HR;0;Yes;Yes;Yes;0;0;No;No;27;68,58;16:09;Fast IPS;WLED;2560x1440;240Hz;1;No;450;1000:01:00;80M:1;178/178;HDR600;Adaptive Sync;No;G-Sync Ultimate R4;112%/133%/110%/98%;Yes;Software (Low Blue Mode);No;1.07 Billion;4-sided frameless;Black;Texture;Black+RGB;Texture;Yes;5Wx2+DTS;100x100;No;No;-0,142857143;120mm;Yes;-1;No;No;No;2x 2.0;No;1x 1.4;No;Yes;1xUSB-B/4xUSB 3.2;No;No;No;No;4;Yes;Headphone out;;;;;;;;;;;;;;;;;;;;;;;;External;No;No;No;No;G;#N/D;50W;0.5W;0.5W;Yes;No;No;No;Yes;No;Yes;0;0;1;1;0;0;;0;0;G-Menu (only Light FX);Yes+Logo Projector;1920x1080@120Hz;2560x1440@120Hz;2560x1440@120Hz;2560x1440@144Hz;2560x1440@240Hz;-;AGON PRO 240Hz QHD G-Sync Ultimate HDR600;;;;;;;;;;;;;;;;;;27' 16:9 Fast IPS 240Hz 2560x1440 HAS 120mm   HDMI x 2x 2.0 DP x 1x 1.4 ;Gaming;2560x1440@240Hz
paź.21;AG274QZM;AG274QZM;AOC;B2C;AG274QZM;;;AG4;AGON PRO;4,03899E+12;3 Years;15;15;gru.23;7. EOL;; G+ / HR / SMART;0;Yes;Yes;Yes;Yes;0;No;No;27;68,58;16:09;Fast IPS;MiniLED;2560x1440;240Hz;1;No;750;1000:01:00;80M:1;178/178;HDR1000;Adaptive Sync;No;G-Sync Compatible;128%/149%/97%/97%;No;Software (Low Blue Mode);No;1.07 Billion;3-sided frameless;Black;Texture;Black+RGB;Texture;Yes;5Wx2+DTS;100x100;No;No;-0,142857143;120mm;Yes;-1;No;No;No;2x 2.1;No;1x 1.4;No;Yes;1xUSB-B/4xUSB 3.2;USB 3.2 Type-C ;65W;Yes;No;4;Yes;Headphone out;;;;;;;;;;;;;;;;;;;;;;;;External;No;No;No;No;G;#N/D;58W;0.5W;0.3W;Yes;No;No;No;Yes;No;Yes;0;0;1;1;0;0;;USB-C/A Y cable;0;G-Menu;Yes+Logo Projector;1920x1080@120Hz;2560x1440@120Hz;2560x1440@120Hz;2560x1440@144Hz;2560x1440@240Hz;2560x1440@240Hz;AGON PRO 240Hz QHD MiniLED HDR1000;;;;;;;;;;;;;;;;;;27' 16:9 Fast IPS 240Hz 2560x1440 HAS 120mm   HDMI x 2x 2.1 DP x 1x 1.4 USB 3.2 Type-C ;Gaming;2560x1440@240Hz
paź.21;AG274QS;AG274QS;AOC;B2C;AG274QS;;;AG4;AGON PRO;4,03899E+12;3 Years;20;20;lis.23;7. EOL;; G+ / HR;0;Yes;Yes;Yes;0;0;No;No;27;68,58;16:09;Fast IPS;WLED;2560x1440;300Hz;1;0,5;600;1000:01:00;80M:1;178/178;HDR600;Adaptive Sync;FreeSync Premium;No;-/120%/-94%;Yes;Software (Low Blue Mode);No;16.7 millions;3-sided frameless;Black;Texture;Black+RGB;Texture;Yes;5Wx2+DTS;100x100;No;No;-0,142857143;120mm;Yes;-1;No;No;No;2x 2.0;No;2x 1.4;No;Yes;1xUSB-B/4xUSB 3.2;No;No;No;No;4;Yes;Headphone out;;;;;;;;;;;;;;;;;;;;;;;;External;No;No;No;No;G;#N/D;40W;0.5;0.3;Yes;No;No;No;No;No;Yes;0;0;1;1;0;0;;0;0;G-Menu;Yes+Logo Projector;1920x1080@120Hz;2560x1440@120Hz;2560x1440@120Hz;2560x1440@144Hz;2560x1440@240Hz;-;AGON PRO QHD 300Hz 1ms GtG;;;;;;;;;;;;;;;;;;27' 16:9 Fast IPS 300Hz 2560x1440 HAS 120mm   HDMI x 2x 2.0 DP x 2x 1.4 ;Gaming;2560x1440@300Hz
paź.21;24M1N3200VA;24M1N3200VA/00;Philips;B2C;24M1N3200VA/00;;;M1;M-Line;8,71258E+12;3 Years;24;18;sie.23;7. EOL;;;0;0;Yes;0;0;0;No;No;23,8;60,5;16:09;VA;WLED;1920x1080;165Hz;4;1;350;3500:01:00;Mega Infinity DCR;178/178;No;Adaptive Sync;FreeSync Premium;No;96%/126%/88%;Yes;Software (Low Blue Mode);No;16.7 millions;3-sided frameless;Black;Texture;Black;Texture;Yes;3Wx2;100x100;No;No;-0,25;130mm;Yes;-1;No;No;No;2x 2.0;No;1x 1.2;No;No;No;No;No;No;No;No;No;Headphone out;;;;;;;;;;;;;;;;;;;;;;;;External;No;No;No;No;F;#N/D;21 W (typ.);0.5 W (typ.);0.3 W (typ.);Yes;;No;No;Yes;Yes;Yes;0;0;1;1;0;0;;0;0;No;No;1920x1080@120Hz;1920x1080@120Hz;1920x1080@120Hz;1920x1080@165Hz;1920x1080@165Hz;-;EVNIA 3000 VA/165Hz/HAS/AdaptativeSync/Spk;;;;;;;;;;;;;;;;;;23,8' 16:9 VA 165Hz 1920x1080 HAS 130mm   HDMI x 2x 2.0 DP x 1x 1.2 ;Gaming;1920x1080@165Hz
paź.21;27M1N3200VS;27M1N3200VS/00;Philips;B2C;27M1N3200VS/00;;;M1;M-Line;8,71258E+12;3 Years;12;12;cze.23;7. EOL;;;0;0;Yes;0;0;0;No;No;27;68,58;16:09;VA;WLED;1920x1080;165Hz;4;1;250;3000:01:00;Mega Infinity DCR;178/178;No;Adaptive Sync;FreeSync Premium;No;102%/122%/90%;Yes;Software (Low Blue Mode);No;16.7 millions;3-sided frameless;Black;Texture;Black;Texture;Yes;5Wx2;100x100;No;No;-0,25;No;No;No;No;No;No;2x 2.0;No;1x 1.2;No;No;No;No;No;No;No;No;No;Headphone out;;;;;;;;;;;;;;;;;;;;;;;;Internal;No;No;No;No;F;#N/D;25 W (typ.);0.5 W (typ.);0.3 W (typ.);Yes;;No;No;Yes;Yes;Yes;0;0;1;1;0;0;;0;0;No;No;1920x1080@120Hz;1920x1080@120Hz;1920x1080@120Hz;1920x1080@165Hz;1920x1080@165Hz;-;EVNIA 3000 VA/165Hz/Simple/AdaptativeSync/Spk;;;;;;;;;;;;;;;;;;27' 16:9 VA 165Hz 1920x1080    HDMI x 2x 2.0 DP x 1x 1.2 ;Gaming;1920x1080@165Hz
paź.21;27M1N3200VA;27M1N3200VA/00;Philips;B2C;27M1N3200VA/00;;;M1;M-Line;8,71258E+12;3 Years;10;10;maj.23;7. EOL;;;0;0;Yes;0;0;0;No;No;27;68,58;16:09;VA;WLED;1920x1080;165Hz;4;1;250;3000:01:00;Mega Infinity DCR;178/178;No;Adaptive Sync;FreeSync Premium;No;102%/122%/90%;Yes;Software (Low Blue Mode);No;16.7 millions;3-sided frameless;Black;Texture;Black;Texture;Yes;5Wx2;100x100;No;No;-0,25;130mm;Yes;-1;No;No;No;2x 2.0;No;1x 1.2;No;No;No;No;No;No;No;No;No;Headphone out;;;;;;;;;;;;;;;;;;;;;;;;External;No;No;No;No;F;#N/D;25 W (typ.);0.5 W (typ.);0.3 W (typ.);Yes;;No;No;Yes;Yes;Yes;0;0;1;1;0;0;;0;0;No;No;1920x1080@120Hz;1920x1080@120Hz;1920x1080@120Hz;1920x1080@165Hz;1920x1080@165Hz;-;EVNIA 3000 VA/165Hz/HAS/AdaptativeSync/Spk;;;;;;;;;;;;;;;;;;27' 16:9 VA 165Hz 1920x1080 HAS 130mm   HDMI x 2x 2.0 DP x 1x 1.2 ;Gaming;1920x1080@165Hz
wrz.21;Q27G2S/EU;Q27G2S/EU;AOC;B2C;Q27G2S/EU;;;G2;AOC Gaming;4,03899E+12;3 Years;24;24;paź.24;7. EOL;; G+ / HR;0;Yes;Yes;Yes;0;0;No;No;27;68,58;16:09;IPS;WLED;2560x1440;165HZ;4;1;350;1000:01:00;80M:1;178/178;HDR10;Adaptive Sync;No;G-Sync Compatible;-/131%/-/95%;Yes;Software (Low Blue Mode);No;1.07 Billion;3-sided frameless;Black/Red;Texture;Black/Red;Texture;No;No;100x100;No;No;-3.5/21.5;130mm;Yes; -30/30;No;No;No;2x 2.0;No;1x 1.4;No;No;No;No;No;No;No;No;No;Headphone out;;;;;;;;;;;;;;;;;;;;;;;;Internal;No;No;No;No;F;26 W;27W;0.5W;0.3W;Yes;No;No;No;No;No;No;0;0;1;1;0;0;;0;0;G-Menu;No;1920x1080@120Hz;2560x1440@120Hz;2560x1440@120Hz;2560x1440@144Hz;2560x1440@165Hz;-;"27"" QHD, 165Hz, 10-bit colours, Flat, 1ms MPRT, 4ms GtG, HAS stand, G-Sync Compatible";;;;;;;;;;;;;;;;;;27' 16:9 IPS 165HZ 2560x1440 HAS 130mm   HDMI x 2x 2.0 DP x 1x 1.4 ;Gaming;2560x1440@165HZ
wrz.21;24M1N3200VS;24M1N3200VS/00;Philips;B2C;24M1N3200VS/00;;;M1;M-Line;8,71258E+12;3 Years;24;18;sie.23;7. EOL;;;0;0;Yes;0;0;0;No;No;23,8;60,452;16:09;VA;WLED;1920x1080;165Hz;4;1;350;3500:01:00;Mega Infinity DCR;178/178;No;Adaptive Sync;FreeSync Premium;No;96%/126%/88%;Yes;Software (Low Blue Mode);No;16.7 millions;3-sided frameless;Black;Texture;Black;Texture;Yes;3Wx2;100x100;No;No;-0,25;No;No;No;No;No;No;2x 2.0;No;1x 1.2;No;No;No;No;No;No;No;No;No;Headphone out;;;;;;;;;;;;;;;;;;;;;;;;External;No;No;No;No;F;#N/D;21 W (typ.);0.5 W (typ.);0.3 W (typ.);Yes;;No;No;Yes;Yes;Yes;0;0;1;1;0;0;;0;0;No;No;1920x1080@120Hz;1920x1080@120Hz;1920x1080@120Hz;1920x1080@165Hz;1920x1080@165Hz;-;EVNIA PC gaming monitor/VA/165Hz/Simple stand/2x3W speakers;;;;;;;;;;;;;;;;;;23,8' 16:9 VA 165Hz 1920x1080    HDMI x 2x 2.0 DP x 1x 1.2 ;Gaming;1920x1080@165Hz
lip.21;24M1N3200ZA;24M1N3200ZA/00;Philips;B2C;24M1N3200ZA/00;;;M1;M-line;8,71258E+12;3 Years;24;18;lis.24;7. EOL;;;0;0;Yes;0;0;0;No;No;23,8;60,5;16:09;IPS;WLED;1920x1080;165Hz;4;1;250;1000:01:00;Mega Infinity DCR;178/178;No;Adaptive Sync;FreeSync Premium;G-Sync Compatible;106%/124%/90%;Yes;Software (Low Blue Mode);No;16.7 millions;3-sided frameless;Black;Textured;Black;Textured;Yes;3Wx2;100x100;No;No;-0,25;130mm;Yes;-1;No;No;No;2x 2.0;No;1x 1.2;No;No;No;No;No;No;No;No;No;Headphone out;;;;;;;;;;;;;;;;;;;;;;;;External;No;No;No;No;F;#N/D;23.8 W (typ.);0.5 W (typ.);0.3 W (typ.);Yes;No;No;No;Yes;Yes;Yes;0;0;1;1;0;0;;0;0;No;No;1920x1080@120Hz;1920x1080@120Hz;1920x1080@120Hz;1920x1080@165Hz;1920x1080@165Hz;-;EVNIA 3000 IPS/165Hz/HAS/AdaptativeSync;;;;;;;;;;;;;;;;;;23,8' 16:9 IPS 165Hz 1920x1080 HAS 130mm   HDMI x 2x 2.0 DP x 1x 1.2 ;Gaming;1920x1080@165Hz
lip.21;AG274QXM;AG274QXM;AOC;B2C;AG274QXM;;;AG4;AGON PRO;4,03899E+12;3 Years;20;20;lis.23;7. EOL;; G+ / HR / SMART;0;Yes;Yes;Yes;Yes;0;No;No;27;68,58;16:09;Fast IPS;MiniLED;2560x1440;170Hz;1;No;600;1000:01:00;80M:1;178/178;HDR1000;Adaptive Sync;FreeSync Premium;G-Sync Compatible;127%/155%/125%/116%;No;Software (Low Blue Mode);No;1.07 Billion;3-sided frameless;Black;Texture;Black+RGB;Texture;Yes;5Wx2+DTS;100x100;No;No;-0,142857143;120mm;Yes;-1;No;No;No;2x 2.0;No;1x 1.4;No;Yes;1xUSB-B/4xUSB 3.2;1x USB-C (DP Alt);65W;Yes;No;4;Yes;Audio-in, Headphone out;;;;;;;;;;;;;;;;;;;;;;;;External;No;No;No;No;G;#N/D;65W;0.5W;0.5W;Yes;No;No;No;No;No;Yes;0;0;1;1;0;0;;USB-C/A Y cable;0;G-Menu;Yes+Logo Projector;1920x1080@120Hz;2560x1440@120Hz;2560x1440@120Hz;2560x1440@144Hz;2560x1440@170Hz;2560x1440@144Hz;AGON PRO MiniLED/IPS/170Hz/QHD/HDR1000/USB-C/KVM/QuickSwtich;;;;;;;;;;;;;;;;;;27' 16:9 Fast IPS 170Hz 2560x1440 HAS 120mm   HDMI x 2x 2.0 DP x 1x 1.4 1x USB-C (DP Alt);Gaming;2560x1440@170Hz
lip.21;AG274UXP;AG274UXP;AOC;B2C;AG274UXP;;;AG4;AGON PRO;4,03899E+12;3 Years;15;15;wrz.23;7. EOL;; G+ / HR / SMART;0;Yes;Yes;Yes;Yes;0;No;No;27;68,58;16:09;NanoIPS;WLED;3840x2160;144Hz;1;No;450;1000:01:00;80M:1;178/178;HDR600;Adaptive Sync;No;G-Sync Compatible;112%/133%/110%/102%;Yes;Software (Low Blue Mode);PBP (2 devices);1.07 Billion;4-sided frameless;Black;Texture;Black+RGB;Texture;Yes;5Wx2+DTS;100x100;No;No;-0,142857143;120mm;Yes;-1;No;No;No;2x 2.1;No;1x 1.4;No;Yes;1xUSB-B/4xUSB 3.2;1x USB-C (DP Alt);65W;Yes;No;4;Yes;Audio-in, Headphone out;;;;;;;;;;;;;;;;;;;;;;;;External;No;No;No;No;G;#N/D;63W;0.5W;0.3W;Yes;No;No;No;No;No;Yes;0;0;1;1;0;0;;USB-C/A Y cable;0;G-Menu;Yes+Logo Projector;3840x2160@120Hz;3840x2160@120Hz;2560x1440@120Hz;3840x2160@144Hz;3840x2160@144Hz;3840x2160@120Hz;AGON PRO 4K UHD/IPS/144Hz/1ms GtG/HDR600/HDMI2.1/USB-C/KVM/QuickSwtich;;;;;;;;;;;;;;;;;;27' 16:9 NanoIPS 144Hz 3840x2160 HAS 120mm   HDMI x 2x 2.1 DP x 1x 1.4 1x USB-C (DP Alt);Gaming;3840x2160@144Hz
lip.21;AG324UX;AG324UX;AOC;B2C;AG324UX;;;AG4;AGON PRO;4,03899E+12;3 Years;12;6;sie.23;7. EOL;; G+ / HR / SMART;0;Yes;Yes;Yes;Yes;0;No;No;31,5;80;16:09;Fast IPS;WLED;3840x2160;144Hz;1;No;350;1000:01:00;80M:1;178/178;HDR400;Adaptive Sync;TBC;G-Sync Compatible;109%/125%/107%/100%;Yes;Software (Low Blue Mode);PIP/PBP (2 devices);1.07 Billion;3-sided frameless;Black;Texture;Black+RGB;Texture;Yes;8Wx2+DTS;100x100;No;No;-0,142857143;120mm;Yes;-1;No;No;No;2x 2.1;No;1x 1.4;No;Yes;1xUSB-B/4xUSB 3.2;1x USB-C (DP Alt);90W;Yes;No;4;Yes;Audio-in, Headphone out;;;;;;;;;;;;;;;;;;;;;;;;External;No;No;No;No;G;#N/D;57W;0.5W;0.3W;Yes;No;No;No;No;No;Yes;0;0;1;1;0;0;;USB-C/A Y cable;0;G-Menu;Yes+Logo Projector;3840x2160@120Hz;3840x2160@120Hz;2560x1440@120Hz;3840x2160@144Hz;3840x2160@144Hz;3840x2160@144Hz;AGON PRO 4K UHD/IPS/144Hz/1ms GtG/HDR400/HDMI2.1/USB-C/KVM/QuickSwtich;;;;;;;;;;;;;;;;;;31,5' 16:9 Fast IPS 144Hz 3840x2160 HAS 120mm   HDMI x 2x 2.1 DP x 1x 1.4 1x USB-C (DP Alt);Gaming;3840x2160@144Hz
